ID Cliente,Etiqueta de rotatividade,Duração da conta (em meses),Chamadas locais,Minutos Local,Chamadas internacionais,Minutos Internacional,Plano Internacional Ativo,Plano internacional,Tarifas internacionais extras,Chamadas de atendimento ao cliente,Média mensal de GB para download,Plano de Dados Ilimitado,Cobranças extras de dados,Estado,Número de Telefone,Gênero,Idade,Menos de 30,Idoso,Grupo,Número de Clientes por Grupo,Proteção de Dispositivo & Online Backup,Tipo de Contrato,Modo de Pagamento,Cobrança Mensal,Total de Cobranças,Categoria de Rotatividade,Motivo da Rotatividade
8372-OQFU,Não,17,41,121.6,0,0,Não,Não,0,0,11,Sim,0,SC,349-7693,Feminino,48,Não,Não,Não,0,Não,Anual,Cartão de Crédito,32,552,,
4905-DHKR,Não,15,63,153.8,0,0,Não,Não,0,1,0,Não,0,MN,265-6573,Masculino,53,Não,Não,Não,0,Não,Anual,Cartão de Crédito,8,126,,
0250-HALF,Não,22,69,196.4,0,0,Não,Não,0,2,6,Sim,0,WY,315-6598,Feminino,49,Não,Não,Não,0,Não,Mensal,Débito Automático,28,605,,
8797-BNAG,Não,59,92,234.3,0,0,Não,Não,0,1,14,Sim,0,NY,288-5180,Feminino,27,Sim,Não,Não,0,Sim,Anual,Débito Automático,34,1997,,
0709-LLVR,Não,10,17,41.8,0,0,Não,Não,0,1,5,Não,88,OK,349-6140,Masculino,77,Não,Sim,Não,0,Não,Mensal,Cartão de Crédito,29,300,,
3129-KEOA,Não,2,5,14.2,0,0,Não,Não,0,0,4,Sim,0,NJ,326-8732,Masculino,52,Não,Não,Não,0,Não,Mensal,Débito Automático,30,61,,
2389-TADK,Não,63,249,757.9,0,0,Não,Não,0,0,0,Não,0,VA,347-2807,Masculino,29,Sim,Não,Não,0,Não,2 Anos,Débito Automático,10,645,,
4625-SGCJ,Não,6,24,61.6,24,92.4,Sim,Sim,0,0,8,Não,34,NM,271-7720,Feminino,25,Sim,Não,Não,0,Não,Mensal,Débito Automático,44,269,,
9137-PUYU,Não,52,197,465,208,577.2,Sim,Sim,0,1,0,Não,0,FL,324-3604,Masculino,43,Não,Não,Não,0,Não,2 Anos,Cartão de Crédito,10,493,,
9913-XCFO,Não,37,179,480.3,148,484.7,Sim,Sim,0,1,8,Sim,0,RI,372-7324,Masculino,45,Não,Não,Não,0,Sim,2 Anos,Débito Automático,38,1391,,
9804-POZD,Não,1,5,12,0,0,Não,Não,0,0,3,Sim,0,NE,310-3483,Feminino,40,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,15,15,,
6105-BJZO,Não,70,401,837.7,0,0,Não,Não,0,1,8,Sim,0,WY,363-2754,Feminino,37,Não,Não,Não,0,Sim,2 Anos,Cartão de Crédito,48,3385,,
5279-QDBV,Não,61,150,365.8,244,622.2,Sim,Sim,0,0,7,Não,3,MS,330-9820,Masculino,69,Não,Sim,Não,0,Não,Anual,Débito Automático,47,2857,,
8372-KBGX,Não,52,226,721.9,0,0,Não,Não,0,1,12,Sim,0,WI,261-9314,Feminino,76,Não,Sim,Não,0,Não,Anual,Débito Automático,38,1965,,
5102-QMCN,Não,54,203,484,0,0,Não,Não,0,1,14,Não,67,SC,351-6946,Feminino,25,Sim,Não,Não,0,Sim,Anual,Cartão de Crédito,46,2456,,
5354-UDNY,Não,3,8,12.5,12,41.7,Sim,Sim,0,0,15,Sim,0,DC,292-5991,Feminino,20,Sim,Não,Não,0,Não,Mensal,Débito Automático,26,82,,
6263-QXFY,Não,5,29,77.9,0,0,Não,Não,0,0,14,Sim,0,OR,355-4383,Masculino,25,Sim,Não,Não,0,Sim,Mensal,Débito Automático,36,188,,
6004-ZETQ,Não,34,66,135.6,0,0,Não,Não,0,0,0,Não,0,OR,331-7157,Masculino,21,Sim,Não,Não,0,Não,2 Anos,Cartão de Crédito,12,411,,
2705-ANAN,Não,41,200,607.8,0,0,Não,Não,0,0,6,Sim,0,NV,386-4026,Feminino,55,Não,Não,Não,0,Sim,Anual,Débito Automático,40,1601,,
3515-OLMO,Não,18,70,202.3,0,0,Não,Não,0,1,0,Não,0,KS,284-9265,Feminino,45,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,10,185,,
9220-TRQJ,Não,49,120,345.7,0,0,Não,Não,0,2,0,Não,0,RI,289-9133,Feminino,70,Não,Sim,Não,0,Não,2 Anos,Cartão de Crédito,13,618,,
6134-VRMI,Não,12,37,95.5,0,0,Não,Não,0,0,0,Não,0,UT,330-4329,Feminino,45,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,13,150,,
1645-DXMN,Não,4,18,60.8,0,0,Não,Não,0,1,21,Sim,0,MI,355-6272,Masculino,27,Sim,Não,Não,0,Não,Mensal,Cartão de Crédito,45,170,,
7697-ZSBT,Não,6,20,63.8,24,55.8,Sim,Sim,0,0,0,Não,0,WI,297-4268,Feminino,44,Não,Não,Não,0,Não,Anual,Cartão de Crédito,8,49,,
4077-COVR,Não,53,318,475.3,0,0,Não,Não,0,1,6,Sim,0,CT,339-4084,Feminino,42,Não,Não,Não,0,Sim,Anual,Débito Automático,62,3293,,
2413-QVWD,Não,64,226,449.9,0,0,Não,Não,0,1,4,Sim,0,OR,331-8298,Masculino,72,Não,Sim,Não,0,Sim,Mensal,Débito Automático,41,2649,,
5485-ZRQK,Não,5,28,71.4,0,0,Não,Não,0,2,0,Não,0,MI,333-5063,Feminino,32,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,7,37,,
5041-BYLN,Não,37,259,519.9,0,0,Não,Não,0,2,0,Não,0,ME,339-2520,Feminino,82,Não,Sim,Não,0,Não,Anual,Cheque,12,446,,
7436-NPIU,Não,9,47,100.8,0,0,Não,Não,0,0,3,Não,4,NH,270-2507,Feminino,62,Não,Não,Não,0,Sim,Mensal,Cartão de Crédito,48,439,,
5451-FEHO,Não,14,66,178.1,0,0,Não,Não,0,0,1,Sim,0,MD,393-2085,Masculino,60,Não,Não,Não,0,Não,Mensal,Débito Automático,35,478,,
3703-PBJP,Não,60,268,598,0,0,Não,Não,0,0,7,Sim,0,IL,303-2839,Masculino,53,Não,Não,Não,0,Sim,Mensal,Débito Automático,50,2983,,
6242-OLXJ,Não,14,23,55.1,0,0,Não,Não,0,1,0,Não,0,OK,326-2507,Masculino,22,Sim,Não,Não,0,Não,Mensal,Cartão de Crédito,9,123,,
7653-WEKC,Não,6,49,99,0,0,Não,Não,0,0,15,Sim,0,LA,350-9919,Feminino,29,Sim,Não,Não,0,Não,Mensal,Débito Automático,29,177,,
3902-TSKF,Não,60,322,725.6,0,0,Não,Não,0,0,2,Sim,0,HI,309-6291,Feminino,54,Não,Não,Não,0,Sim,Anual,Cartão de Crédito,40,2402,,
5612-OAEV,Não,18,44,106.6,0,0,Não,Não,0,0,4,Sim,0,NJ,323-9388,Masculino,66,Não,Sim,Não,0,Não,Mensal,Cartão de Crédito,27,479,,
2500-BHDQ,Não,11,66,159.2,0,0,Não,Não,0,0,1,Sim,0,WV,323-5763,Masculino,52,Não,Não,Não,0,Não,Mensal,Débito Automático,22,254,,
0004-CDJU,Não,40,90,161.8,0,0,Não,Não,0,0,5,Sim,0,NC,328-5515,Feminino,40,Não,Não,Não,0,Não,Anual,Débito Automático,15,587,,
7797-ZXLP,Não,8,36,73.7,32,101.6,Sim,Sim,0,0,9,Sim,0,PA,395-3248,Feminino,77,Não,Sim,Não,0,Não,Mensal,Débito Automático,45,368,,
4070-QYTV,Não,54,190,488.3,0,0,Não,Não,0,0,3,Sim,0,WY,348-8201,Feminino,72,Não,Sim,Não,0,Não,Mensal,Cartão de Crédito,29,1549,,
3227-KQSS,Não,60,98,302.1,240,1074,Sim,Sim,0,2,0,Não,0,NC,330-4999,Masculino,25,Sim,Não,Não,0,Não,2 Anos,Cartão de Crédito,15,920,,
0560-SJCW,Não,8,47,105,32,96.8,Sim,Sim,0,0,5,Sim,0,MS,360-6445,Masculino,50,Não,Não,Não,0,Sim,Anual,Cartão de Crédito,16,122,,
5049-BGXW,Não,11,52,137.3,0,0,Não,Não,0,1,3,Sim,0,WV,276-5758,Feminino,58,Não,Não,Não,0,Não,Anual,Cartão de Crédito,43,449,,
4992-ABQF,Não,60,447,786.2,0,0,Não,Não,0,0,17,Sim,0,CA,347-3490,Feminino,23,Sim,Não,Não,0,Sim,2 Anos,Cartão de Crédito,38,2307,,
3810-WLML,Não,55,302,709,0,0,Não,Não,0,2,13,Sim,0,PA,252-1960,Feminino,20,Sim,Não,Não,0,Sim,Anual,Débito Automático,32,1740,,
8666-YDWO,Não,25,49,101.5,0,0,Não,Não,0,1,12,Não,48,CO,327-5604,Feminino,32,Não,Não,Não,0,Não,Mensal,Débito Automático,18,463,,
5765-SMSP,Não,1,5,14,0,0,Não,Não,0,1,4,Sim,0,AL,380-9530,Masculino,53,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,32,32,,
9532-MGCX,Não,36,184,543.2,0,0,Não,Não,0,1,2,Sim,0,MI,343-3528,Masculino,48,Não,Não,Não,0,Não,Mensal,Débito Automático,47,1706,,
2570-EZAU,Não,60,434,846.5,0,0,Não,Não,0,2,1,Sim,0,OH,371-4941,Masculino,40,Não,Não,Não,0,Sim,2 Anos,Cartão de Crédito,37,2237,,
8414-OZPY,Não,73,518,872.1,0,0,Não,Não,0,0,6,Não,53,IN,239-10177,Feminino,38,Não,Não,Não,0,Sim,2 Anos,Débito Automático,39,2861,,
1819-OMOQ,Não,69,186,554.9,276,1048.8,Sim,Sim,0,0,2,Sim,0,IL,299-6166,Feminino,63,Não,Não,Não,0,Sim,2 Anos,Débito Automático,25,1754,,
5639-ENKY,Não,61,385,853.5,0,0,Não,Não,0,2,0,Não,0,TN,234-4462,Masculino,54,Não,Não,Não,0,Não,2 Anos,Cartão de Crédito,9,522,,
3352-BPIN,Não,3,18,34.4,0,0,Não,Não,0,2,0,Não,0,DC,273-10534,Masculino,22,Sim,Não,Não,0,Não,Mensal,Cartão de Crédito,8,29,,
5548-MLVT,Não,1,7,15,0,0,Não,Não,0,0,2,Sim,0,NC,306-7654,Feminino,67,Não,Sim,Não,0,Não,Mensal,Débito Automático,33,33,,
9272-GHWI,Não,68,475,1083.7,0,0,Não,Não,0,1,14,Sim,0,NV,371-2681,Feminino,69,Não,Sim,Não,0,Sim,2 Anos,Cartão de Crédito,47,3185,,
0440-OQJP,Não,65,360,967.8,0,0,Não,Não,0,2,1,Sim,0,WI,353-1339,Feminino,44,Não,Não,Não,0,Sim,2 Anos,Cartão de Crédito,52,3324,,
3154-ZIIR,Não,15,38,104.5,0,0,Não,Não,0,0,0,Não,0,NH,375-5790,Masculino,47,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,10,149,,
3560-ZZOB,Não,4,7,24.5,0,0,Não,Não,0,0,0,Não,0,NE,331-8898,Feminino,36,Não,Não,Não,0,Não,Anual,Débito Automático,15,60,,
4872-DQYI,Não,1,6,14,4,14.2,Sim,Sim,0,1,0,Não,0,ME,317-2214,Masculino,43,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,12,12,,
3783-FSYK,Não,19,57,189.6,0,0,Não,Não,0,0,2,Sim,0,WY,315-8963,Masculino,35,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,15,288,,
9337-GEZP,Não,2,9,18.8,0,0,Não,Não,0,0,2,Não,4,IN,354-9494,Feminino,46,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,18,35,,
0006-TDMK,Não,19,41,170.2,0,0,Não,Não,0,0,24,Sim,0,WI,304-6860,Feminino,22,Sim,Não,Não,0,Não,Mensal,Cartão de Crédito,26,500,,
4387-EIZK,Não,42,167,379.1,0,0,Não,Não,0,0,5,Sim,0,VT,369-6653,Feminino,48,Não,Não,Não,0,Não,Mensal,Débito Automático,47,1996,,
2227-PKXK,Não,21,83,250.3,0,0,Não,Não,0,0,26,Sim,0,IN,254-7559,Masculino,25,Sim,Não,Não,0,Não,Mensal,Cartão de Crédito,29,604,,
4960-WIUA,Não,8,16,54.7,0,0,Não,Não,0,0,14,Sim,0,SC,294-2071,Masculino,44,Não,Não,Não,0,Não,Mensal,Débito Automático,26,207,,
0861-TCWP,Não,48,220,581.9,0,0,Não,Não,0,0,1,Não,25,IA,255-7654,Feminino,53,Não,Não,Não,0,Sim,Anual,Débito Automático,28,1374,,
4989-PYQI,Não,75,284,975.3,0,0,Não,Não,0,0,0,Não,0,MD,353-10451,Masculino,52,Não,Não,Não,0,Não,2 Anos,Débito Automático,12,867,,
0213-YZVH,Não,72,325,723.1,0,0,Não,Não,0,0,9,Sim,0,MN,308-5347,Masculino,64,Não,Não,Não,0,Sim,2 Anos,Débito Automático,45,3288,,
3102-OOVK,Não,14,34,99,0,0,Não,Não,0,0,6,Sim,0,AR,384-7468,Feminino,62,Não,Não,Não,0,Não,Anual,Cartão de Crédito,33,469,,
7723-CFHN,Não,6,21,72.2,0,0,Não,Não,0,0,4,Sim,0,MS,280-6665,Masculino,62,Não,Não,Não,0,Não,Mensal,Débito Automático,30,179,,
3826-UHYM,Não,14,59,143.7,0,0,Não,Não,0,0,0,Não,0,WA,253-10207,Feminino,23,Sim,Não,Não,0,Não,Anual,Cartão de Crédito,8,113,,
9161-LAQX,Não,65,379,648.8,0,0,Não,Não,0,0,5,Não,11,MS,340-9869,Masculino,48,Não,Não,Não,0,Não,Anual,Débito Automático,61,3981,,
7530-VRIG,Não,56,112,278.2,224,666.4,Sim,Sim,0,0,7,Sim,0,MT,273-6590,Feminino,52,Não,Não,Não,0,Sim,Anual,Débito Automático,41,2301,,
8667-ZPCR,Não,14,34,71.9,0,0,Não,Não,0,0,5,Sim,0,MI,401-1264,Feminino,54,Não,Não,Não,0,Não,Mensal,Débito Automático,31,439,,
3429-INYY,Não,51,369,658.4,0,0,Não,Não,0,0,5,Sim,0,HI,301-9113,Masculino,46,Não,Não,Não,0,Não,Mensal,Débito Automático,26,1326,,
0339-TBVS,Não,58,225,526.3,0,0,Não,Não,0,0,5,Sim,0,NC,305-8093,Feminino,60,Não,Não,Não,0,Sim,2 Anos,Cartão de Crédito,40,2357,,
1668-SSTO,Não,67,453,1072.4,0,0,Não,Não,0,0,4,Sim,0,WV,335-2307,Feminino,59,Não,Não,Não,0,Sim,Mensal,Cartão de Crédito,22,1452,,
6946-QPMQ,Não,2,7,18,8,24,Sim,Sim,0,0,16,Não,6,SD,373-7026,Masculino,24,Sim,Não,Não,0,Não,Mensal,Cartão de Crédito,10,21,,
9395-YIZB,Não,6,8,24.7,0,0,Não,Não,0,0,4,Sim,0,HI,351-3140,Masculino,67,Não,Sim,Não,0,Não,Mensal,Cartão de Crédito,27,165,,
6349-ABUL,Não,67,443,1066.4,268,830.8,Sim,Sim,0,0,10,Sim,0,KS,272-9973,Masculino,70,Não,Sim,Não,0,Não,Mensal,Débito Automático,55,3637,,
6694-HCOH,Não,3,10,23.3,0,0,Não,Não,0,0,0,Não,0,AK,332-5690,Feminino,64,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,8,24,,
6055-SMGJ,Não,22,130,247.4,0,0,Não,Não,0,0,5,Sim,0,WV,258-3457,Masculino,75,Não,Sim,Não,0,Não,Mensal,Débito Automático,59,1323,,
9394-CACA,Não,39,126,352.2,0,0,Não,Não,0,0,4,Sim,0,NH,319-2519,Feminino,82,Não,Sim,Não,0,Não,Anual,Cheque,34,1317,,
8477-ILPZ,Não,68,89,273.7,0,0,Não,Não,0,0,1,Sim,0,RI,370-5898,Feminino,45,Não,Não,Não,0,Não,2 Anos,Cartão de Crédito,29,2001,,
4143-KEXW,Não,1,6,15,0,0,Não,Não,0,0,5,Sim,0,ID,258-4054,Feminino,54,Não,Não,Não,0,Não,Anual,Cartão de Crédito,10,10,,
5312-XYVJ,Não,32,201,410,0,0,Não,Não,0,0,6,Sim,0,WI,348-6811,Masculino,39,Não,Não,Não,0,Não,Mensal,Débito Automático,39,1239,,
3017-WWEF,Não,26,80,204.5,0,0,Não,Não,0,0,2,Sim,0,MI,363-4456,Feminino,76,Não,Sim,Não,0,Não,Mensal,Cartão de Crédito,29,749,,
0619-UDUR,Não,2,4,7.9,0,0,Não,Não,0,0,0,Não,0,VA,291-4846,Masculino,53,Não,Não,Não,0,Não,Mensal,Débito Automático,7,12,,
7725-KJQT,Não,37,129,448.2,0,0,Não,Não,0,0,20,Sim,0,AL,280-2595,Feminino,29,Sim,Não,Não,0,Sim,Anual,Cartão de Crédito,38,1403,,
0649-IGVB,Não,7,22,50.2,28,51.1,Sim,Sim,0,0,5,Sim,0,MS,358-9849,Masculino,51,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,30,212,,
0915-YHYO,Não,59,258,646.8,0,0,Não,Não,0,0,7,Não,19,MS,317-6004,Feminino,67,Não,Sim,Não,0,Não,2 Anos,Cartão de Crédito,25,1447,,
3046-MPSU,Não,18,97,236.5,0,0,Não,Não,0,0,17,Sim,0,HI,310-2655,Feminino,33,Não,Não,Não,0,Não,Mensal,Débito Automático,37,668,,
2324-RFFQ,Não,46,195,509.4,0,0,Não,Não,0,0,7,Sim,0,WV,347-5279,Masculino,74,Não,Sim,Não,0,Sim,2 Anos,Cartão de Crédito,33,1525,,
2291-SBUJ,Não,4,18,45.8,0,0,Não,Não,0,0,6,Sim,0,WV,264-3874,Masculino,74,Não,Sim,Não,0,Não,Mensal,Débito Automático,40,166,,
9611-SQOP,Não,1,3,11,0,0,Não,Não,0,0,0,Não,0,NC,360-5604,Feminino,53,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,13,13,,
2945-OLCI,Não,35,124,279.6,0,0,Não,Não,0,0,4,Não,14,NJ,270-1279,Masculino,83,Não,Sim,Não,0,Não,Mensal,Cartão de Crédito,45,1571,,
2981-AFEP,Não,54,293,707.4,216,297,Sim,Sim,0,0,0,Não,0,AL,304-4600,Feminino,72,Não,Sim,Não,0,Não,2 Anos,Cheque,8,445,,
6469-OUUN,Não,63,345,948,252,831.6,Sim,Sim,0,0,7,Sim,0,ID,248-10399,Feminino,66,Não,Sim,Não,0,Não,2 Anos,Débito Automático,49,3083,,
2138-UXSZ,Não,40,133,281.2,0,0,Não,Não,0,0,1,Sim,0,NH,331-3117,Masculino,39,Não,Não,Não,0,Sim,Mensal,Débito Automático,26,1034,,
4004-RYDT,Não,50,348,704.6,0,0,Não,Não,0,0,10,Sim,0,MN,344-6445,Masculino,29,Sim,Não,Não,0,Sim,Anual,Débito Automático,59,2961,,
9961-TWLO,Não,18,69,178.8,0,0,Não,Não,0,0,0,Não,0,MN,327-8261,Masculino,65,Não,Sim,Não,0,Não,Mensal,Cartão de Crédito,10,186,,
1992-IGVJ,Não,44,205,478.7,0,0,Não,Não,0,0,6,Sim,0,AL,315-9470,Feminino,70,Não,Sim,Não,0,Sim,Mensal,Débito Automático,21,920,,
1430-LBAW,Não,17,209,260,0,0,Não,Não,0,0,6,Não,9,WV,399-3457,Feminino,75,Não,Sim,Não,0,Não,Mensal,Débito Automático,43,753,,
4278-LBTT,Não,68,181,540.2,0,0,Não,Não,0,0,18,Sim,0,ME,379-5878,Masculino,29,Sim,Não,Não,0,Sim,2 Anos,Cartão de Crédito,50,3374,,
6947-PDQI,Não,5,24,74.3,20,73,Sim,Sim,0,0,9,Sim,0,MA,323-5367,Feminino,69,Não,Sim,Não,0,Não,Mensal,Débito Automático,32,150,,
0781-HZDQ,Não,13,60,145.1,0,0,Não,Não,0,0,4,Sim,0,NC,377-7695,Masculino,36,Não,Não,Não,0,Não,Mensal,Débito Automático,16,207,,
1849-FYHY,Não,53,156,425.6,0,0,Não,Não,0,0,43,Sim,0,NJ,325-1990,Masculino,29,Sim,Não,Não,0,Não,Mensal,Cartão de Crédito,51,2715,,
5426-CNBO,Não,60,274,962.5,0,0,Não,Não,0,0,7,Sim,0,LA,341-4686,Masculino,51,Não,Não,Não,0,Sim,2 Anos,Débito Automático,46,2744,,
5108-SAWG,Não,32,48,158.6,0,0,Não,Não,0,0,12,Sim,0,NV,331-5887,Masculino,21,Sim,Não,Não,0,Não,Anual,Cartão de Crédito,15,474,,
3479-OTTR,Não,14,18,54.2,0,0,Não,Não,0,0,3,Sim,0,SC,279-8751,Masculino,56,Não,Não,Não,0,Sim,Anual,Débito Automático,22,293,,
7269-LSUD,Não,42,153,379.4,0,0,Não,Não,0,0,0,Não,0,NY,325-9994,Masculino,30,Não,Não,Não,0,Não,2 Anos,Cartão de Crédito,12,515,,
3694-PDPJ,Não,24,153,385.2,0,0,Não,Não,0,0,0,Não,0,TN,332-6267,Masculino,62,Não,Não,Não,0,Não,Anual,Débito Automático,9,212,,
5105-HHJZ,Não,67,315,735.4,0,0,Não,Não,0,0,2,Não,26,CT,309-4825,Masculino,59,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,48,3239,,
9730-QYAI,Não,64,380,1028.2,0,0,Não,Não,0,0,0,Não,0,MA,380-2906,Masculino,54,Não,Não,Não,0,Não,2 Anos,Cartão de Crédito,10,632,,
8484-GHMY,Não,73,170,437.3,0,0,Não,Não,0,0,5,Sim,0,SD,312-3832,Masculino,38,Não,Não,Não,0,Sim,2 Anos,Cartão de Crédito,55,3974,,
4710-HZLK,Não,3,17,36.1,0,0,Não,Não,0,0,0,Não,0,MS,307-7708,Masculino,27,Sim,Não,Não,0,Não,Mensal,Cartão de Crédito,12,33,,
7791-KLOZ,Não,58,170,466.2,0,0,Não,Não,0,0,0,Não,0,MT,351-5004,Masculino,42,Não,Não,Não,0,Não,2 Anos,Cartão de Crédito,15,879,,
6361-ZMWO,Não,33,49,130,0,0,Não,Não,0,0,6,Sim,0,DE,375-5982,Masculino,76,Não,Sim,Não,0,Não,Mensal,Débito Automático,53,1733,,
9195-JBMA,Não,53,117,264.8,0,0,Não,Não,0,0,3,Sim,0,MN,242-9024,Masculino,78,Não,Sim,Não,0,Não,Mensal,Débito Automático,43,2291,,
6946-GKZX,Não,73,204,513.1,0,0,Não,Não,0,0,12,Sim,0,CA,333-5192,Masculino,21,Sim,Não,Não,0,Não,2 Anos,Débito Automático,53,3873,,
2218-MIHB,Não,53,273,748.5,212,742,Sim,Sim,0,0,7,Não,19,NM,293-1568,Masculino,71,Não,Sim,Não,0,Sim,Mensal,Cartão de Crédito,35,1864,,
0847-WEYC,Não,59,99,234.4,0,0,Não,Não,0,0,3,Sim,0,WY,340-9652,Feminino,33,Não,Não,Não,0,Não,Anual,Débito Automático,35,2079,,
1749-UENK,Não,54,181,430.4,0,0,Não,Não,0,0,5,Sim,0,CA,264-4206,Masculino,50,Não,Não,Não,0,Não,2 Anos,Débito Automático,35,1903,,
9425-FNYR,Não,58,161,350.5,0,0,Não,Não,0,0,3,Sim,0,KS,321-4798,Masculino,33,Não,Não,Não,0,Sim,2 Anos,Débito Automático,44,2574,,
6198-RLNO,Não,59,311,711.2,0,0,Não,Não,0,0,14,Sim,0,WY,281-3455,Feminino,21,Sim,Não,Não,0,Sim,2 Anos,Cartão de Crédito,34,2035,,
2342-UXKI,Não,3,16,35,0,0,Não,Não,0,0,4,Sim,0,OK,272-6620,Masculino,38,Não,Não,Não,0,Não,Mensal,Débito Automático,36,106,,
8985-TXCC,Não,69,360,1040.1,0,0,Não,Não,0,0,10,Sim,0,UT,360-2659,Feminino,56,Não,Não,Não,0,Não,2 Anos,Débito Automático,34,2327,,
9577-JVYN,Não,57,210,514.7,0,0,Não,Não,0,0,6,Sim,0,MN,396-4957,Feminino,56,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,20,1170,,
8339-JMSK,Não,58,229,577.3,0,0,Não,Não,0,0,3,Sim,0,NE,269-7771,Feminino,63,Não,Não,Não,0,Não,2 Anos,Débito Automático,41,2387,,
2571-BVOM,Não,69,402,1101.4,0,0,Não,Não,0,0,5,Sim,0,OH,261-9109,Masculino,70,Não,Sim,Não,0,Sim,Anual,Cheque,42,2879,,
0607-CLFZ,Não,2,6,13.8,0,0,Não,Não,0,0,0,Não,0,NY,307-6300,Feminino,59,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,10,24,,
7258-BMSC,Não,13,30,63.6,0,0,Não,Não,0,0,7,Não,43,CO,287-8741,Feminino,62,Não,Não,Não,0,Sim,2 Anos,Cartão de Crédito,22,278,,
1540-XQHX,Não,46,258,642.9,0,0,Não,Não,0,0,15,Sim,0,AK,289-2440,Feminino,62,Não,Não,Não,0,Não,Anual,Débito Automático,47,2148,,
9538-KHKA,Não,26,231,341.3,0,0,Não,Não,0,0,6,Sim,0,SC,322-4509,Feminino,36,Não,Não,Não,0,Sim,Anual,Débito Automático,22,580,,
3369-WQWB,Não,44,76,218.7,0,0,Não,Não,0,0,12,Sim,0,KS,354-4191,Masculino,33,Não,Não,Não,0,Sim,2 Anos,Débito Automático,34,1485,,
7730-PAUL,Não,2,7,14.8,0,0,Não,Não,0,0,9,Sim,0,UT,328-3211,Feminino,33,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,23,37,,
0136-NUDA,Não,22,78,259.4,0,0,Não,Não,0,0,0,Não,0,DC,327-3493,Feminino,54,Não,Não,Não,0,Não,Anual,Débito Automático,12,250,,
6518-FZOJ,Não,35,138,421.8,0,0,Não,Não,0,0,6,Não,12,OK,307-8003,Feminino,57,Não,Não,Não,0,Sim,Mensal,Cartão de Crédito,20,696,,
2163-ESQC,Não,26,155,310.1,0,0,Não,Não,0,0,3,Sim,0,NE,336-9097,Masculino,69,Não,Sim,Não,0,Sim,Anual,Débito Automático,41,1056,,
0072-ESRH,Não,57,209,625.2,0,0,Não,Não,0,0,13,Sim,0,SC,335-5986,Masculino,44,Não,Não,Não,0,Não,Anual,Débito Automático,36,2034,,
2632-ENNR,Não,61,153,427.4,244,671,Sim,Sim,0,0,2,Sim,0,GA,315-5892,Masculino,59,Não,Não,Não,0,Sim,2 Anos,Débito Automático,43,2625,,
4650-VWAF,Não,69,257,758.1,0,0,Não,Não,0,0,15,Não,19,UT,241-7485,Feminino,54,Não,Não,Não,0,Sim,2 Anos,Débito Automático,59,4071,,
7489-BIXX,Não,6,25,62.3,24,69,Sim,Sim,0,0,0,Não,0,KY,334-1873,Masculino,24,Sim,Não,Não,0,Não,Anual,Cartão de Crédito,8,44,,
1258-UVLW,Não,25,154,400.7,0,0,Não,Não,0,0,8,Sim,0,TX,379-9465,Feminino,45,Não,Não,Não,0,Não,Mensal,Débito Automático,45,1137,,
6588-JVAT,Não,25,117,374.8,0,0,Não,Não,0,0,16,Sim,0,WY,342-1350,Masculino,24,Sim,Não,Não,0,Não,Anual,Cartão de Crédito,25,613,,
2949-PSKF,Não,2,6,12.8,0,0,Não,Não,0,0,28,Sim,0,WV,319-8413,Masculino,22,Sim,Não,Não,0,Não,Mensal,Débito Automático,44,81,,
5144-LTAL,Não,60,180,479.5,0,0,Não,Não,0,0,37,Sim,0,NC,358-4278,Feminino,26,Sim,Não,Não,0,Sim,Anual,Cartão de Crédito,53,3152,,
5415-USBU,Não,31,200,470.3,0,0,Não,Não,0,0,11,Sim,0,ID,292-9346,Feminino,69,Não,Sim,Não,0,Sim,Anual,Cartão de Crédito,26,824,,
4944-HPWQ,Não,52,243,679.9,0,0,Não,Não,0,0,11,Sim,0,WV,340-9786,Feminino,35,Não,Não,Não,0,Sim,2 Anos,Débito Automático,34,1763,,
4913-UDOI,Não,68,174,407.2,0,0,Não,Não,0,0,9,Sim,0,CT,319-2359,Feminino,72,Não,Sim,Não,0,Não,Mensal,Débito Automático,20,1379,,
6887-MJMM,Não,71,100,282.2,0,0,Não,Não,0,0,11,Sim,0,ND,280-9438,Feminino,31,Não,Não,Não,0,Sim,2 Anos,Débito Automático,64,4538,,
5892-HVKH,Não,71,563,1143.2,0,0,Não,Não,0,0,16,Sim,0,NE,302-3045,Masculino,24,Sim,Não,Não,0,Sim,Anual,Débito Automático,57,4064,,
